rank,blog_code,category,impressions,clicks,ctr
1618,12961,unmatched:unpublished(404 likely),64,0,0.000000
1619,12972,unmatched:unpublished(404 likely),88,0,0.000000
1620,12975,unmatched:unpublished(404 likely),80,0,0.000000
1621,13003,unmatched:unpublished(404 likely),82,0,0.000000
1622,13012,unmatched:unpublished(404 likely),74,0,0.000000
1623,13019,unmatched:unpublished(404 likely),247,0,0.000000
1624,13023,unmatched:unpublished(404 likely),88,0,0.000000
1625,13026,unmatched:unpublished(404 likely),177,0,0.000000
1626,13034,unmatched:unpublished(404 likely),237,0,0.000000
1627,13038,unmatched:unpublished(404 likely),65,0,0.000000
1628,13039,unmatched:unpublished(404 likely),62,0,0.000000
1629,13046,unmatched:unpublished(404 likely),98,0,0.000000
1630,13052,unmatched:unpublished(404 likely),276,0,0.000000
1631,13090,unmatched:unpublished(404 likely),76,0,0.000000
1632,13097,unmatched:unpublished(404 likely),59,0,0.000000
1633,13124,unmatched:unpublished(404 likely),82,0,0.000000
1634,13125,unmatched:unpublished(404 likely),120,0,0.000000
1635,13126,unmatched:unpublished(404 likely),802,0,0.000000
1636,13128,unmatched:unpublished(404 likely),120,0,0.000000
1637,13129,unmatched:unpublished(404 likely),89,0,0.000000
1638,13138,unmatched:unpublished(404 likely),332,0,0.000000
1639,13141,unmatched:unpublished(404 likely),75,0,0.000000
1640,13144,unmatched:unpublished(404 likely),67,0,0.000000
1641,13146,unmatched:unpublished(404 likely),96,0,0.000000
1642,13147,unmatched:unpublished(404 likely),248,0,0.000000
1643,13148,unmatched:unpublished(404 likely),128,0,0.000000
1644,13150,unmatched:unpublished(404 likely),53,0,0.000000
1645,13152,unmatched:unpublished(404 likely),311,0,0.000000
1646,13154,unmatched:unpublished(404 likely),311,0,0.000000
1647,13159,unmatched:unpublished(404 likely),698,0,0.000000
1648,13161,unmatched:unpublished(404 likely),196,0,0.000000
1649,13168,unmatched:unpublished(404 likely),50,0,0.000000
1650,13172,unmatched:unpublished(404 likely),417,0,0.000000
1651,13183,unmatched:unpublished(404 likely),166,0,0.000000
1652,13186,unmatched:unpublished(404 likely),94,0,0.000000
1653,13191,unmatched:unpublished(404 likely),149,0,0.000000
1654,13192,unmatched:unpublished(404 likely),76,0,0.000000
1655,13193,unmatched:unpublished(404 likely),202,0,0.000000
1656,13202,unmatched:unpublished(404 likely),501,0,0.000000
1657,13207,unmatched:unpublished(404 likely),64,0,0.000000
1658,13210,unmatched:unpublished(404 likely),88,0,0.000000
1659,13211,unmatched:unpublished(404 likely),2110,0,0.000000
1660,13212,unmatched:unpublished(404 likely),139,0,0.000000
1661,13219,unmatched:unpublished(404 likely),3275,0,0.000000
1662,13250,unmatched:unpublished(404 likely),573,0,0.000000
1663,13251,unmatched:unpublished(404 likely),173,0,0.000000
1664,13266,unmatched:unpublished(404 likely),636,0,0.000000
1665,13269,unmatched:unpublished(404 likely),433,0,0.000000
1666,13272,unmatched:unpublished(404 likely),248,0,0.000000
1667,13279,unmatched:unpublished(404 likely),60,0,0.000000
1668,13281,unmatched:unpublished(404 likely),113,0,0.000000
1669,13287,unmatched:unpublished(404 likely),64,0,0.000000
1670,13289,unmatched:unpublished(404 likely),89,0,0.000000
1671,13290,unmatched:unpublished(404 likely),304,0,0.000000
1672,13292,unmatched:unpublished(404 likely),332,0,0.000000
1673,13294,unmatched:unpublished(404 likely),1667,0,0.000000
1674,13295,unmatched:unpublished(404 likely),153,0,0.000000
1675,13296,unmatched:unpublished(404 likely),350,0,0.000000
1676,13299,unmatched:unpublished(404 likely),135,0,0.000000
1677,13302,unmatched:unpublished(404 likely),138,0,0.000000
1678,13308,unmatched:unpublished(404 likely),127,0,0.000000
1679,13313,unmatched:unpublished(404 likely),1185,0,0.000000
1680,13336,unmatched:unpublished(404 likely),669,0,0.000000
1681,13338,unmatched:unpublished(404 likely),180,0,0.000000
1682,13340,unmatched:unpublished(404 likely),156,0,0.000000
1683,13342,unmatched:unpublished(404 likely),135,0,0.000000
1684,13344,unmatched:unpublished(404 likely),184,0,0.000000
1685,13347,unmatched:unpublished(404 likely),134,0,0.000000
1686,13351,unmatched:unpublished(404 likely),269,0,0.000000
1687,13352,unmatched:unpublished(404 likely),161,0,0.000000
1688,13355,unmatched:unpublished(404 likely),387,0,0.000000
1689,13357,unmatched:unpublished(404 likely),57,0,0.000000
1690,13361,unmatched:unpublished(404 likely),201,0,0.000000
1691,13363,unmatched:unpublished(404 likely),300,0,0.000000
1692,13377,unmatched:unpublished(404 likely),309,0,0.000000
1693,13380,unmatched:unpublished(404 likely),542,0,0.000000
1694,13382,unmatched:unpublished(404 likely),132,0,0.000000
1695,13392,unmatched:unpublished(404 likely),196,0,0.000000
1696,13409,unmatched:unpublished(404 likely),226,0,0.000000
1697,13410,unmatched:unpublished(404 likely),285,0,0.000000
1698,13421,unmatched:unpublished(404 likely),60,0,0.000000
1699,13433,unmatched:unpublished(404 likely),77,0,0.000000
1700,13434,unmatched:unpublished(404 likely),60,0,0.000000
1701,13436,unmatched:unpublished(404 likely),237,0,0.000000
1702,13441,unmatched:unpublished(404 likely),51,0,0.000000
1703,13442,unmatched:unpublished(404 likely),213,0,0.000000
1704,13448,unmatched:unpublished(404 likely),459,0,0.000000
1705,13460,unmatched:unpublished(404 likely),311,0,0.000000
1706,13467,unmatched:unpublished(404 likely),69,0,0.000000
1707,13470,unmatched:unpublished(404 likely),69,0,0.000000
1708,13485,unmatched:unpublished(404 likely),273,0,0.000000
1709,13486,unmatched:unpublished(404 likely),60,0,0.000000
1710,13493,unmatched:unpublished(404 likely),127,0,0.000000
1711,13499,unmatched:unpublished(404 likely),67,0,0.000000
1712,13500,unmatched:unpublished(404 likely),2418,0,0.000000
1713,13501,unmatched:unpublished(404 likely),308,0,0.000000
1714,13502,unmatched:unpublished(404 likely),64,0,0.000000
1715,13507,unmatched:unpublished(404 likely),82,0,0.000000
1716,13513,unmatched:unpublished(404 likely),220,0,0.000000
1717,13549,unmatched:unpublished(404 likely),157,0,0.000000
1718,13559,unmatched:unpublished(404 likely),64,0,0.000000
1719,13560,unmatched:unpublished(404 likely),54,0,0.000000
1720,13568,unmatched:unpublished(404 likely),438,0,0.000000
1721,13570,unmatched:unpublished(404 likely),73,0,0.000000
1722,13572,unmatched:unpublished(404 likely),86,0,0.000000
1723,13575,unmatched:unpublished(404 likely),387,0,0.000000
1724,13576,unmatched:unpublished(404 likely),210,0,0.000000
1725,13582,unmatched:unpublished(404 likely),344,0,0.000000
1726,13586,unmatched:unpublished(404 likely),143,0,0.000000
1727,13591,unmatched:unpublished(404 likely),161,0,0.000000
1728,13592,unmatched:unpublished(404 likely),84,0,0.000000
1729,13593,unmatched:unpublished(404 likely),213,0,0.000000
1730,13596,unmatched:unpublished(404 likely),74,0,0.000000
1731,13600,unmatched:unpublished(404 likely),164,0,0.000000
1732,13601,unmatched:unpublished(404 likely),288,0,0.000000
1733,13603,unmatched:unpublished(404 likely),61,0,0.000000
1734,13605,unmatched:unpublished(404 likely),157,0,0.000000
1735,13606,unmatched:unpublished(404 likely),365,0,0.000000
1736,13608,unmatched:unpublished(404 likely),50,0,0.000000
1737,13612,unmatched:unpublished(404 likely),212,0,0.000000
1738,13613,unmatched:unpublished(404 likely),570,0,0.000000
1739,13620,unmatched:unpublished(404 likely),177,0,0.000000
1740,13627,unmatched:unpublished(404 likely),58,0,0.000000
1741,13629,unmatched:unpublished(404 likely),354,0,0.000000
1742,13632,unmatched:unpublished(404 likely),64,0,0.000000
1743,13637,unmatched:unpublished(404 likely),182,0,0.000000
1744,13640,unmatched:unpublished(404 likely),93,0,0.000000
1745,13642,unmatched:unpublished(404 likely),476,0,0.000000
1746,13647,unmatched:unpublished(404 likely),453,0,0.000000
1747,13649,unmatched:unpublished(404 likely),249,0,0.000000
1748,13665,unmatched:unpublished(404 likely),304,0,0.000000
1749,13667,unmatched:unpublished(404 likely),90,0,0.000000
1750,13668,unmatched:unpublished(404 likely),50,0,0.000000
1751,13669,unmatched:unpublished(404 likely),517,0,0.000000
1752,13674,unmatched:unpublished(404 likely),96,0,0.000000
1753,13680,unmatched:unpublished(404 likely),68,0,0.000000
1754,13689,unmatched:unpublished(404 likely),85,0,0.000000
1755,13690,unmatched:unpublished(404 likely),54,0,0.000000
1756,13691,unmatched:unpublished(404 likely),104,0,0.000000
1757,13693,unmatched:unpublished(404 likely),63,0,0.000000
1758,13695,unmatched:unpublished(404 likely),64,0,0.000000
1759,13704,unmatched:unpublished(404 likely),361,0,0.000000
1760,13710,unmatched:unpublished(404 likely),286,0,0.000000
1761,13713,unmatched:unpublished(404 likely),70,0,0.000000
1762,13715,unmatched:unpublished(404 likely),142,0,0.000000
1763,13719,unmatched:unpublished(404 likely),1815,0,0.000000
1764,13720,unmatched:unpublished(404 likely),688,0,0.000000
1765,13733,unmatched:unpublished(404 likely),381,0,0.000000
1766,13742,unmatched:unpublished(404 likely),227,0,0.000000
1767,13744,unmatched:unpublished(404 likely),146,0,0.000000
1768,13746,unmatched:unpublished(404 likely),85,0,0.000000
1769,13756,unmatched:unpublished(404 likely),1184,0,0.000000
1770,13757,unmatched:unpublished(404 likely),495,0,0.000000
1771,13758,unmatched:unpublished(404 likely),311,0,0.000000
1772,13760,unmatched:unpublished(404 likely),64,0,0.000000
1773,13761,unmatched:unpublished(404 likely),100,0,0.000000
1774,13769,unmatched:unpublished(404 likely),82,0,0.000000
1775,13772,unmatched:unpublished(404 likely),167,0,0.000000
1776,13778,unmatched:unpublished(404 likely),77,0,0.000000
1777,13780,unmatched:unpublished(404 likely),255,0,0.000000
1778,13781,unmatched:unpublished(404 likely),91,0,0.000000
1779,13791,unmatched:unpublished(404 likely),311,0,0.000000
1780,13794,unmatched:unpublished(404 likely),240,0,0.000000
1781,13797,unmatched:unpublished(404 likely),628,0,0.000000
1782,13798,unmatched:unpublished(404 likely),121,0,0.000000
1783,13800,unmatched:unpublished(404 likely),1589,0,0.000000
1784,13804,unmatched:unpublished(404 likely),195,0,0.000000
1785,13809,unmatched:unpublished(404 likely),72,0,0.000000
1786,13810,unmatched:unpublished(404 likely),287,0,0.000000
1787,13813,unmatched:unpublished(404 likely),65,0,0.000000
1788,13815,unmatched:unpublished(404 likely),375,0,0.000000
1789,13816,unmatched:unpublished(404 likely),145,0,0.000000
1790,13818,unmatched:unpublished(404 likely),336,0,0.000000
1791,13821,unmatched:unpublished(404 likely),1934,0,0.000000
1792,13834,unmatched:unpublished(404 likely),92,0,0.000000
1793,13835,unmatched:unpublished(404 likely),194,0,0.000000
1794,13840,unmatched:unpublished(404 likely),1205,0,0.000000
1795,13841,unmatched:unpublished(404 likely),103,0,0.000000
1796,13843,unmatched:unpublished(404 likely),3368,0,0.000000
1797,13845,unmatched:unpublished(404 likely),97,0,0.000000
1798,13846,unmatched:unpublished(404 likely),474,0,0.000000
1799,13847,unmatched:unpublished(404 likely),222,0,0.000000
1800,13852,unmatched:unpublished(404 likely),223,0,0.000000
1801,13853,unmatched:unpublished(404 likely),229,0,0.000000
1802,13855,unmatched:unpublished(404 likely),497,0,0.000000
1803,13858,unmatched:unpublished(404 likely),55,0,0.000000
1804,13859,unmatched:unpublished(404 likely),99,0,0.000000
1805,13864,unmatched:unpublished(404 likely),65,0,0.000000
1806,13869,unmatched:unpublished(404 likely),100,0,0.000000
1807,13872,unmatched:unpublished(404 likely),67,0,0.000000
1808,13879,unmatched:unpublished(404 likely),65,0,0.000000
1809,13880,unmatched:unpublished(404 likely),157,0,0.000000
1810,13905,unmatched:unpublished(404 likely),69,0,0.000000
1811,13926,unmatched:unpublished(404 likely),52,0,0.000000
1812,13935,unmatched:unpublished(404 likely),71,0,0.000000
1813,13939,unmatched:unpublished(404 likely),237,0,0.000000
1814,13944,unmatched:unpublished(404 likely),184,0,0.000000
1815,13946,unmatched:unpublished(404 likely),722,0,0.000000
1816,13953,unmatched:unpublished(404 likely),1195,0,0.000000
1817,13956,unmatched:unpublished(404 likely),164,0,0.000000
1818,13960,unmatched:unpublished(404 likely),124,0,0.000000
1819,13961,unmatched:unpublished(404 likely),360,0,0.000000
1820,13964,unmatched:unpublished(404 likely),132,0,0.000000
1821,13967,unmatched:unpublished(404 likely),251,0,0.000000
1822,13970,unmatched:unpublished(404 likely),97,0,0.000000
1823,13976,unmatched:unpublished(404 likely),1099,0,0.000000
1824,13977,unmatched:unpublished(404 likely),117,0,0.000000
1825,13985,unmatched:unpublished(404 likely),278,0,0.000000
1826,13990,unmatched:unpublished(404 likely),317,0,0.000000
1827,13993,unmatched:unpublished(404 likely),355,0,0.000000
1828,13994,unmatched:unpublished(404 likely),162,0,0.000000
1829,13995,unmatched:unpublished(404 likely),54,0,0.000000
1830,14001,unmatched:unpublished(404 likely),371,0,0.000000
1831,14002,unmatched:unpublished(404 likely),57,0,0.000000
1832,14003,unmatched:unpublished(404 likely),201,0,0.000000
1833,14004,unmatched:unpublished(404 likely),270,0,0.000000
1834,14005,unmatched:unpublished(404 likely),292,0,0.000000
1835,14006,unmatched:unpublished(404 likely),180,0,0.000000
1836,14008,unmatched:unpublished(404 likely),482,0,0.000000
1837,14009,unmatched:unpublished(404 likely),81,0,0.000000
1838,14011,unmatched:unpublished(404 likely),78,0,0.000000
1839,14023,unmatched:unpublished(404 likely),181,0,0.000000
1840,14024,unmatched:unpublished(404 likely),64,0,0.000000
1841,14026,unmatched:unpublished(404 likely),585,0,0.000000
1842,14039,unmatched:unpublished(404 likely),68,0,0.000000
1843,14095,unmatched:unpublished(404 likely),75,0,0.000000
1844,14114,unmatched:unpublished(404 likely),53,0,0.000000
1845,14120,unmatched:unpublished(404 likely),297,0,0.000000
1846,14121,unmatched:unpublished(404 likely),86,0,0.000000
1847,14122,unmatched:unpublished(404 likely),57,0,0.000000
1848,14123,unmatched:unpublished(404 likely),110,0,0.000000
1849,14125,unmatched:unpublished(404 likely),151,0,0.000000
1850,14126,unmatched:unpublished(404 likely),103,0,0.000000
1851,14134,unmatched:unpublished(404 likely),85,0,0.000000
1852,14136,unmatched:unpublished(404 likely),68,0,0.000000
1853,14140,unmatched:unpublished(404 likely),123,0,0.000000
1854,14145,unmatched:unpublished(404 likely),113,0,0.000000
1855,14149,unmatched:unpublished(404 likely),61,0,0.000000
1856,14152,unmatched:unpublished(404 likely),192,0,0.000000
1857,14153,unmatched:unpublished(404 likely),64,0,0.000000
1858,14156,unmatched:unpublished(404 likely),90,0,0.000000
1859,14160,unmatched:unpublished(404 likely),85,0,0.000000
1860,14161,unmatched:unpublished(404 likely),95,0,0.000000
1861,14162,unmatched:unpublished(404 likely),232,0,0.000000
1862,14163,unmatched:unpublished(404 likely),59,0,0.000000
1863,14172,unmatched:unpublished(404 likely),65,0,0.000000
1864,14174,unmatched:unpublished(404 likely),53,0,0.000000
1865,14175,unmatched:unpublished(404 likely),96,0,0.000000
1866,14190,unmatched:unpublished(404 likely),90,0,0.000000
1867,14192,unmatched:unpublished(404 likely),175,0,0.000000
1868,14193,unmatched:unpublished(404 likely),218,0,0.000000
1869,14205,unmatched:unpublished(404 likely),60,0,0.000000
1870,14210,unmatched:unpublished(404 likely),220,0,0.000000
1871,14211,unmatched:unpublished(404 likely),230,0,0.000000
1872,14214,unmatched:unpublished(404 likely),121,0,0.000000
1873,14218,unmatched:unpublished(404 likely),244,0,0.000000
1874,14220,unmatched:unpublished(404 likely),165,0,0.000000
1875,14222,unmatched:unpublished(404 likely),74,0,0.000000
1876,14230,unmatched:unpublished(404 likely),686,0,0.000000
1877,14231,unmatched:unpublished(404 likely),170,0,0.000000
1878,14236,unmatched:unpublished(404 likely),79,0,0.000000
1879,14238,unmatched:unpublished(404 likely),82,0,0.000000
1880,14244,unmatched:unpublished(404 likely),245,0,0.000000
1881,14246,unmatched:unpublished(404 likely),1484,0,0.000000
1882,14266,unmatched:unpublished(404 likely),1144,0,0.000000
1883,14268,unmatched:unpublished(404 likely),132,0,0.000000
1884,14270,unmatched:unpublished(404 likely),184,0,0.000000
1885,14275,unmatched:unpublished(404 likely),110,0,0.000000
1886,14278,unmatched:unpublished(404 likely),1304,0,0.000000
1887,14284,unmatched:unpublished(404 likely),1778,0,0.000000
1888,14288,unmatched:unpublished(404 likely),1191,0,0.000000
1889,14290,unmatched:unpublished(404 likely),102,0,0.000000
1890,14291,unmatched:unpublished(404 likely),89,0,0.000000
1891,14292,unmatched:unpublished(404 likely),78,0,0.000000
1892,14294,unmatched:unpublished(404 likely),545,0,0.000000
1893,14302,unmatched:unpublished(404 likely),789,0,0.000000
1894,14304,unmatched:unpublished(404 likely),2461,0,0.000000
1895,14307,unmatched:unpublished(404 likely),131,0,0.000000
1896,14309,unmatched:unpublished(404 likely),115,0,0.000000
1897,14312,unmatched:unpublished(404 likely),57,0,0.000000
1898,14324,unmatched:unpublished(404 likely),157,0,0.000000
1899,14340,unmatched:unpublished(404 likely),1485,0,0.000000
1900,14343,unmatched:unpublished(404 likely),386,0,0.000000
1901,14344,unmatched:unpublished(404 likely),169,0,0.000000
1902,14345,unmatched:unpublished(404 likely),149,0,0.000000
1903,14346,unmatched:unpublished(404 likely),121,0,0.000000
1904,14347,unmatched:unpublished(404 likely),2247,0,0.000000
1905,14352,unmatched:unpublished(404 likely),724,0,0.000000
1906,14353,unmatched:unpublished(404 likely),198,0,0.000000
1907,14354,unmatched:unpublished(404 likely),156,0,0.000000
1908,14355,unmatched:unpublished(404 likely),159,0,0.000000
1909,14356,unmatched:unpublished(404 likely),212,0,0.000000
1910,14360,unmatched:unpublished(404 likely),64,0,0.000000
1911,14361,unmatched:unpublished(404 likely),1720,0,0.000000
1912,14363,unmatched:unpublished(404 likely),64,0,0.000000
1913,14368,unmatched:unpublished(404 likely),65,0,0.000000
1914,14377,unmatched:unpublished(404 likely),210,0,0.000000
1915,14383,unmatched:unpublished(404 likely),216,0,0.000000
1916,14384,unmatched:unpublished(404 likely),138,0,0.000000
1917,14385,unmatched:unpublished(404 likely),472,0,0.000000
1918,14388,unmatched:unpublished(404 likely),114,0,0.000000
1919,14389,unmatched:unpublished(404 likely),227,0,0.000000
1920,14390,unmatched:unpublished(404 likely),145,0,0.000000
1921,14400,unmatched:unpublished(404 likely),68,0,0.000000
1922,14406,unmatched:unpublished(404 likely),355,0,0.000000
1923,14407,unmatched:unpublished(404 likely),191,0,0.000000
1924,14408,unmatched:unpublished(404 likely),537,0,0.000000
1925,14411,unmatched:unpublished(404 likely),367,0,0.000000
1926,14412,unmatched:unpublished(404 likely),65,0,0.000000
1927,14413,unmatched:unpublished(404 likely),351,0,0.000000
1928,14420,unmatched:unpublished(404 likely),68,0,0.000000
1929,14422,unmatched:unpublished(404 likely),51,0,0.000000
1930,14423,unmatched:unpublished(404 likely),212,0,0.000000
1931,14431,unmatched:unpublished(404 likely),1473,0,0.000000
1932,14432,unmatched:unpublished(404 likely),675,0,0.000000
1933,14433,unmatched:unpublished(404 likely),291,0,0.000000
1934,14434,unmatched:unpublished(404 likely),1444,0,0.000000
1935,14435,unmatched:unpublished(404 likely),460,0,0.000000
1936,14443,unmatched:unpublished(404 likely),353,0,0.000000
1937,14444,unmatched:unpublished(404 likely),747,0,0.000000
1938,14446,unmatched:unpublished(404 likely),1628,0,0.000000
1939,14447,unmatched:unpublished(404 likely),118,0,0.000000
1940,14448,unmatched:unpublished(404 likely),87,0,0.000000
1941,14452,unmatched:unpublished(404 likely),1245,0,0.000000
1942,14453,unmatched:unpublished(404 likely),478,0,0.000000
1943,14456,unmatched:unpublished(404 likely),117,0,0.000000
1944,14459,unmatched:unpublished(404 likely),2500,0,0.000000
1945,14460,unmatched:unpublished(404 likely),68,0,0.000000
1946,14463,unmatched:unpublished(404 likely),123,0,0.000000
1947,14464,unmatched:unpublished(404 likely),381,0,0.000000
1948,14466,unmatched:unpublished(404 likely),198,0,0.000000
1949,14467,unmatched:unpublished(404 likely),67,0,0.000000
1950,14468,unmatched:unpublished(404 likely),92,0,0.000000
1951,14469,unmatched:unpublished(404 likely),169,0,0.000000
1952,14470,unmatched:unpublished(404 likely),1019,0,0.000000
1953,14471,unmatched:unpublished(404 likely),106,0,0.000000
1954,14475,unmatched:unpublished(404 likely),350,0,0.000000
1955,14476,unmatched:unpublished(404 likely),53,0,0.000000
1956,14478,unmatched:unpublished(404 likely),152,0,0.000000
1957,14483,unmatched:unpublished(404 likely),78,0,0.000000
1958,14485,unmatched:unpublished(404 likely),258,0,0.000000
1959,14486,unmatched:unpublished(404 likely),301,0,0.000000
1960,14488,unmatched:unpublished(404 likely),181,0,0.000000
1961,14490,unmatched:unpublished(404 likely),51,0,0.000000
1962,14494,unmatched:unpublished(404 likely),214,0,0.000000
1963,14495,unmatched:unpublished(404 likely),68,0,0.000000
1964,14496,unmatched:unpublished(404 likely),640,0,0.000000
1965,14498,unmatched:unpublished(404 likely),145,0,0.000000
1966,14505,unmatched:unpublished(404 likely),234,0,0.000000
1967,14507,unmatched:unpublished(404 likely),67,0,0.000000
1968,14508,unmatched:unpublished(404 likely),305,0,0.000000
1969,14510,unmatched:unpublished(404 likely),623,0,0.000000
1970,14511,unmatched:unpublished(404 likely),188,0,0.000000
1971,14513,unmatched:unpublished(404 likely),140,0,0.000000
1972,14515,unmatched:unpublished(404 likely),269,0,0.000000
1973,14516,unmatched:unpublished(404 likely),72,0,0.000000
1974,14517,unmatched:unpublished(404 likely),64,0,0.000000
1975,14520,unmatched:unpublished(404 likely),195,0,0.000000
1976,14521,unmatched:unpublished(404 likely),164,0,0.000000
1977,14524,unmatched:unpublished(404 likely),92,0,0.000000
1978,14531,unmatched:unpublished(404 likely),107,0,0.000000
1979,14534,unmatched:unpublished(404 likely),81,0,0.000000
1980,14542,unmatched:unpublished(404 likely),653,0,0.000000
1981,14543,unmatched:unpublished(404 likely),107,0,0.000000
1982,14546,unmatched:unpublished(404 likely),470,0,0.000000
1983,14548,unmatched:unpublished(404 likely),57,0,0.000000
1984,14553,unmatched:unpublished(404 likely),159,0,0.000000
1985,14555,unmatched:unpublished(404 likely),518,0,0.000000
1986,14558,unmatched:unpublished(404 likely),612,0,0.000000
1987,14559,unmatched:unpublished(404 likely),57,0,0.000000
1988,14560,unmatched:unpublished(404 likely),72,0,0.000000
1989,14562,unmatched:unpublished(404 likely),66,0,0.000000
1990,14563,unmatched:unpublished(404 likely),3198,0,0.000000
1991,14564,unmatched:unpublished(404 likely),435,0,0.000000
1992,14568,unmatched:unpublished(404 likely),384,0,0.000000
1993,14570,unmatched:unpublished(404 likely),234,0,0.000000
1994,14571,unmatched:unpublished(404 likely),122,0,0.000000
1995,14574,unmatched:unpublished(404 likely),54,0,0.000000
1996,14579,unmatched:unpublished(404 likely),68,0,0.000000
1997,14581,unmatched:unpublished(404 likely),885,0,0.000000
1998,14584,unmatched:unpublished(404 likely),114,0,0.000000
1999,14587,unmatched:unpublished(404 likely),128,0,0.000000
2000,14589,unmatched:unpublished(404 likely),118,0,0.000000
2001,14592,unmatched:unpublished(404 likely),71,0,0.000000
2002,14602,unmatched:unpublished(404 likely),166,0,0.000000
2003,14604,unmatched:unpublished(404 likely),112,0,0.000000
2004,14607,unmatched:unpublished(404 likely),284,0,0.000000
2005,14608,unmatched:unpublished(404 likely),57,0,0.000000
2006,14609,unmatched:unpublished(404 likely),96,0,0.000000
2007,14610,unmatched:unpublished(404 likely),77,0,0.000000
2008,14612,unmatched:unpublished(404 likely),142,0,0.000000
2009,14613,unmatched:unpublished(404 likely),255,0,0.000000
2010,14617,unmatched:unpublished(404 likely),89,0,0.000000
2011,14618,unmatched:unpublished(404 likely),290,0,0.000000
2012,14625,unmatched:unpublished(404 likely),2202,0,0.000000
2013,14626,unmatched:unpublished(404 likely),251,0,0.000000
2014,14630,unmatched:unpublished(404 likely),646,0,0.000000
2015,14632,unmatched:unpublished(404 likely),125,0,0.000000
2016,14635,unmatched:unpublished(404 likely),178,0,0.000000
2017,14646,unmatched:unpublished(404 likely),2956,0,0.000000
2018,14647,unmatched:unpublished(404 likely),322,0,0.000000
2019,14650,unmatched:unpublished(404 likely),630,0,0.000000
2020,14651,unmatched:unpublished(404 likely),987,0,0.000000
2021,14653,unmatched:unpublished(404 likely),120,0,0.000000
2022,14654,unmatched:unpublished(404 likely),136,0,0.000000
2023,14659,unmatched:unpublished(404 likely),351,0,0.000000
2024,14661,unmatched:unpublished(404 likely),60,0,0.000000
2025,14664,unmatched:unpublished(404 likely),120,0,0.000000
2026,14673,unmatched:unpublished(404 likely),146,0,0.000000
2027,14675,unmatched:unpublished(404 likely),580,0,0.000000
2028,14677,unmatched:unpublished(404 likely),696,0,0.000000
2029,14678,unmatched:unpublished(404 likely),1038,0,0.000000
2030,14683,unmatched:unpublished(404 likely),194,0,0.000000
2031,14686,unmatched:unpublished(404 likely),97,0,0.000000
2032,14693,unmatched:unpublished(404 likely),710,0,0.000000
2033,14696,unmatched:unpublished(404 likely),153,0,0.000000
2034,14697,unmatched:unpublished(404 likely),270,0,0.000000
2035,14698,unmatched:unpublished(404 likely),194,0,0.000000
2036,14699,unmatched:unpublished(404 likely),244,0,0.000000
2037,14707,unmatched:unpublished(404 likely),171,0,0.000000
2038,14712,unmatched:unpublished(404 likely),50,0,0.000000
2039,14721,unmatched:unpublished(404 likely),264,0,0.000000
2040,14723,unmatched:unpublished(404 likely),174,0,0.000000
2041,14725,unmatched:unpublished(404 likely),173,0,0.000000
2042,14733,unmatched:unpublished(404 likely),72,0,0.000000
2043,14735,unmatched:unpublished(404 likely),75,0,0.000000
2044,14738,unmatched:unpublished(404 likely),128,0,0.000000
2045,14750,unmatched:unpublished(404 likely),237,0,0.000000
2046,14760,unmatched:unpublished(404 likely),134,0,0.000000
2047,14765,unmatched:unpublished(404 likely),99,0,0.000000
2048,14768,unmatched:unpublished(404 likely),219,0,0.000000
2049,14771,unmatched:unpublished(404 likely),167,0,0.000000
2050,14776,unmatched:unpublished(404 likely),325,0,0.000000
2051,14777,unmatched:unpublished(404 likely),1126,0,0.000000
2052,14778,unmatched:unpublished(404 likely),337,0,0.000000
2053,14779,unmatched:unpublished(404 likely),110,0,0.000000
2054,14782,unmatched:unpublished(404 likely),556,0,0.000000
2055,14784,unmatched:unpublished(404 likely),88,0,0.000000
2056,14791,unmatched:unpublished(404 likely),67,0,0.000000
2057,14792,unmatched:unpublished(404 likely),521,0,0.000000
2058,14793,unmatched:unpublished(404 likely),53,0,0.000000
2059,14795,unmatched:unpublished(404 likely),215,0,0.000000
2060,14798,unmatched:unpublished(404 likely),66,0,0.000000
2061,14799,unmatched:unpublished(404 likely),171,0,0.000000
2062,14803,unmatched:unpublished(404 likely),54,0,0.000000
2063,14804,unmatched:unpublished(404 likely),956,0,0.000000
2064,14805,unmatched:unpublished(404 likely),95,0,0.000000
2065,14809,unmatched:unpublished(404 likely),101,0,0.000000
2066,14816,unmatched:unpublished(404 likely),304,0,0.000000
2067,14817,unmatched:unpublished(404 likely),1524,0,0.000000
2068,14818,unmatched:unpublished(404 likely),117,0,0.000000
2069,14819,unmatched:unpublished(404 likely),92,0,0.000000
2070,14820,unmatched:unpublished(404 likely),138,0,0.000000
2071,14821,unmatched:unpublished(404 likely),87,0,0.000000
2072,14822,unmatched:unpublished(404 likely),107,0,0.000000
2073,14827,unmatched:unpublished(404 likely),57,0,0.000000
2074,14831,unmatched:unpublished(404 likely),131,0,0.000000
2075,14837,unmatched:unpublished(404 likely),330,0,0.000000
2076,14840,unmatched:unpublished(404 likely),185,0,0.000000
2077,14841,unmatched:unpublished(404 likely),67,0,0.000000
2078,14842,unmatched:unpublished(404 likely),75,0,0.000000
2079,14846,unmatched:unpublished(404 likely),55,0,0.000000
2080,14850,unmatched:unpublished(404 likely),372,0,0.000000
2081,14853,unmatched:unpublished(404 likely),107,0,0.000000
